ReE,ImE,rho_pi,rho_gamma,rho_total
-2.586206896551724,0.6896551724137931,4.330047997280785e-7 + 3.9341818552428446e-7im,2.48860226746979e-6 + 4.799510662522273e-7im,2.9216070671978686e-6 + 8.733692517765117e-7im
-2.586206896551724,0.7931034482758621,3.890466825694662e-7 + 4.3860200165602255e-7im,2.461077844837736e-6 + 5.454293819690755e-7im,2.8501245274072024e-6 + 9.84031383625098e-7im
-2.586206896551724,0.896551724137931,3.410781480165117e-7 + 4.786697836696266e-7im,2.4306114317577503e-6 + 6.084529751517129e-7im,2.771689579774262e-6 + 1.0871227588213394e-6im
-2.586206896551724,1.0,2.8977265146258387e-7 + 5.133371272038285e-7im,2.3974934421140094e-6 + 6.688518976765013e-7im,2.6872660935765933e-6 + 1.18218902488033e-6im
-2.4827586206896552,-2.0,-2.730159492977276e-7 - 6.218078226615213e-7im,2.028883103320697e-6 - 1.1530308231673573e-6im,1.7558671540229693e-6 - 1.7748386458288787e-6im
-2.4827586206896552,-1.896551724137931,-2.156425424561228e-7 - 6.396495954029178e-7im,2.0763025594761236e-6 - 1.119553155192598e-6im,1.8606600170200007e-6 - 1.7592027505955159e-6im
-2.4827586206896552,-1.793103448275862,-1.5615995406593324e-7 - 6.529093776160386e-7im,2.123587469037486e-6 - 1.083321302972353e-6im,1.967427514971553e-6 - 1.7362306805883918e-6im
-2.4827586206896552,-1.6896551724137931,-9.490334006478537e-8 - 6.612280544404007e-7im,2.170554482042666e-6 - 1.044222315947286e-6im,2.075651141977881e-6 - 1.7054503703876867e-6im
-2.4827586206896552,-1.5862068965517242,-3.226856130558355e-8 - 6.642629541282606e-7im,2.2169945872564634e-6 - 1.0021530244829316e-6im,2.18472602595088e-6 - 1.6664159786111923e-6im
-2.4827586206896552,-1.4827586206896552,3.128534338300218e-8 - 6.616973561552173e-7im,2.2626730145999044e-6 - 9.570243971266647e-7im,2.2939583579829068e-6 - 1.6187217532818819e-6im
-2.4827586206896552,-1.3793103448275863,9.523531555401664e-8 - 6.532518862896011e-7im,2.3073377926295346e-6 - 9.087671164454702e-7im,2.402573108183551e-6 - 1.5620190027350714e-6im
-2.4827586206896552,-1.2758620689655173,1.589950873390614e-7 - 6.386967886715255e-7im,2.3507091868298114e-6 - 8.573342171614863e-7im,2.509704274168873e-6 - 1.4960310058330119e-6im
-2.4827586206896552,-1.1724137931034482,2.219196471026163e-7 - 6.178657452262465e-7im,2.3924900656063988e-6 - 8.027075754003542e-7im,2.6144097127090153e-6 - 1.4205733206266007e-6im
-2.4827586206896552,-1.0689655172413792,2.833107494354742e-7 - 5.906690596947546e-7im,2.4323677870053676e-6 - 7.449019991217606e-7im,2.715678536440842e-6 - 1.3355710588165152e-6im
-2.4827586206896552,-0.9655172413793104,3.424263336157952e-7 - 5.571069083875577e-7im,2.4700111040992194e-6 - 6.839704779789903e-7im,2.8124374377150145e-6 - 1.241077386366548e-6im
-2.4827586206896552,-0.8620689655172413,3.984941538194239e-7 - 5.172820390696222e-7im,2.505080024042774e-6 - 6.200093532660144e-7im,2.9035741778621977e-6 - 1.1372913923356366e-6im
-2.4827586206896552,-0.7586206896551724,4.507279022847253e-7 - 4.714099609467262e-7im,2.537239379829747e-6 - 5.531603075365774e-7im,2.9879672821144724e-6 - 1.0245702684833037e-6im
-2.4827586206896552,-0.6551724137931034,4.983465886788295e-7 - 4.198267831905988e-7im,2.566152788821597e-6 - 4.836179215024041e-7im,3.0644993775004264e-6 - 9.034447046930028e-7im
-2.4827586206896552,-0.5517241379310345,5.405962231796197e-7 - 3.6299206862344926e-7im,2.5915048717434993e-6 - 4.116168429658795e-7im,3.132101094923119e-6 - 7.746089115893288e-7im
-2.4827586206896552,-0.4482758620689655,5.767740846314366e-7 - 3.0148837087423403e-7im,2.6129980997911404e-6 - 3.3745009758891864e-7im,3.189772184422577e-6 - 6.389384684631527e-7im
-2.4827586206896552,-0.3448275862068966,6.062529674963737e-7 - 2.3601417249825133e-7im,2.630370124155305e-6 - 2.6145329704591395e-7im,3.236623091651679e-6 - 4.974674695441653e-7im
-2.4827586206896552,-0.2413793103448276,6.285031158677666e-7 - 1.6737228717068188e-7im,2.643401733092348e-6 - 1.8400386667189168e-7im,3.2719048489601146e-6 - 3.5137615384257357e-7im
-2.4827586206896552,-0.13793103448275862,6.431143958281448e-7 - 9.645168350484456e-8im,2.6519224450137875e-6 - 1.0551494843659542e-7im,3.2950368408419326e-6 - 2.0196663194143997e-7im
-2.4827586206896552,-0.034482758620689655,6.498123907081073e-7 - 2.4205717929596714e-8im,2.6558189106749127e-6 - 2.6421002835615035e-8im,3.30563130138302e-6 - 5.0626720765211746e-8im
-2.4827586206896552,0.06896551724137931,6.484699642333505e-7 + 4.837425600452098e-8im,2.655038439829243e-6 + 5.2825066687972474e-8im,3.3035084040625934e-6 + 1.0119932269249346e-7im
-2.4827586206896552,0.1724137931034483,6.39112565312882e-7 + 1.202872629896001e-7im,2.649591694764024e-6 + 1.3176730783891932e-7im,3.2887042600769057e-6 + 2.520545708285194e-7im
-2.4827586206896552,0.27586206896551724,6.219175802421989e-7 + 1.905515025088897e-7im,2.6395516521932083e-6 + 2.099570216284292e-7im,3.2614692324354073e-6 + 4.005085241373189e-7im
-2.4827586206896552,0.3793103448275862,5.972060630822362e-7 + 2.582324659127663e-7im,2.6250518424008995e-6 + 2.8696634867779526e-7im,3.2222579054831354e-6 + 5.451988145905616e-7im
-2.4827586206896552,0.4827586206896552,5.654299736812335e-7 + 3.224675438907733e-7im,2.6062792647934197e-6 + 3.6239331605562017e-7im,3.171709238474653e-6 + 6.848608599463935e-7im
-2.4827586206896552,0.5862068965517241,5.271543025528661e-7 + 3.8248697673181775e-7im,2.5834687422262186e-6 + 4.35873334846033e-7im,3.1106230447790845e-6 + 8.183603115778507e-7im
-2.4827586206896552,0.6896551724137931,4.830339825532372e-7 + 4.3762985324064336e-7im,2.556895346434051e-6 + 5.070851079461198e-7im,3.039929328987288e-6 + 9.447149611867631e-7im
-2.4827586206896552,0.7931034482758621,4.337912547029413e-7 + 4.873543698081947e-7im,2.5268637678473636e-6 + 5.757534378655729e-7im,2.960655022550305e-6 + 1.0631078076737678e-6im
-2.4827586206896552,0.896551724137931,3.801919790842851e-7 + 5.312419657418533e-7im,2.493697006378117e-6 + 6.416585516803105e-7im,2.8738889854624024e-6 + 1.1729005174221639e-6im
-2.4827586206896552,1.0,3.2302118812282836e-7 + 5.689974541941571e-7im,2.4577327767513374e-6 + 7.046232589581312e-7im,2.780753964874166e-6 + 1.2736207131522883e-6im
-2.3793103448275863,-2.0,-2.942863230560697e-7 - 6.80179355638468e-7im,2.0609867579159878e-6 - 1.2018024986863822e-6im,1.766700434859918e-6 - 1.8819818543248502e-6im
-2.3793103448275863,-1.896551724137931,-2.3237443716096568e-7 - 7.004711967526395e-7im,2.1111828300279385e-6 - 1.1683410016803253e-6im,1.8788083928669728e-6 - 1.868812198432965e-6im
-2.3793103448275863,-1.793103448275862,-1.679590496711113e-7 - 7.158724752015039e-7im,2.161375341706885e-6 - 1.131947462294959e-6im,1.9934162920357737e-6 - 1.847819937496463e-6im
-2.3793103448275863,-1.6896551724137931,-1.0138530591846752e-7 - 7.259601932324138e-7im,2.2113686081068945e-6 - 1.0924845512698404e-6im,2.109983302188427e-6 - 1.8184447445022542e-6im
-2.3793103448275863,-1.5862068965517242,-3.3068441557806315e-8 - 7.303243150518706e-7im,2.2609429945690136e-6 - 1.0498236204321996e-6im,2.2278745530112073e-6 - 1.7801479354840703e-6im
-2.3793103448275863,-1.4827586206896552,3.650170973006309e-8 - 7.285783419456816e-7im,2.3098499408747244e-6 - 1.003850830103911e-6im,2.3463516506047873e-6 - 1.7324291720495926e-6im
-2.3793103448275863,-1.3793103448275863,1.0675828489593852e-7 - 7.203724051810477e-7im,2.357815349727775e-6 - 9.544712938986163e-7im,2.4645736346237135e-6 - 1.674843699079664e-6im
-2.3793103448275863,-1.2758620689655173,1.770574891044519e-7 - 7.054082326013625e-7im,2.404531409349645e-6 - 9.016136631681862e-7im,2.581588898454097e-6 - 1.6070218957695489e-6im
-2.3793103448275863,-1.1724137931034482,2.466805900084014e-7 - 6.834550378210204e-7im,2.449667978674868e-6 - 8.452377565003177e-7im,2.6963485686832696e-6 - 1.5286927943213382e-6im
-2.3793103448275863,-1.0689655172413792,3.148415122522074e-7 - 6.543672551422154e-7im,2.492877668431875e-6 - 7.853401111842099e-7im,2.8077191806840824e-6 - 1.4397073663264253e-6im
-2.3793103448275863,-0.9655172413793104,3.8069481969041636e-7 - 6.181007169228994e-7im,2.5337813508867343e-6 - 7.219598104487192e-7im,2.914476170577151e-6 - 1.3400605273716185e-6im
-2.3793103448275863,-0.8620689655172413,4.4335146311244613e-7 - 5.747294292401473e-7im,2.571995881467616e-6 - 6.551853667964391e-7im,3.015347344580062e-6 - 1.2299147960365865e-6im
-2.3793103448275863,-0.7586206896551724,5.018978297703008e-7 - 5.244598470246217e-7im,2.6071303187667783e-6 - 5.851623952175259e-7im,3.1090281485370793e-6 - 1.1096222422421476e-6im
-2.3793103448275863,-0.6551724137931034,5.554182197378442e-7 - 4.676416290873573e-7im,2.638798144963738e-6 - 5.120867720890403e-7im,3.1942163647015825e-6 - 9.797284011763977e-7im
-2.3793103448275863,-0.5517241379310345,6.030218002824271e-7 - 4.0477386083166006e-7im,2.6666254853659873e-6 - 4.362200071787713e-7im,3.269647285648414e-6 - 8.409938680104313e-7im
-2.3793103448275863,-0.4482758620689655,6.438723322986181e-7 - 3.365054093051548e-7im,2.6902630494892365e-6 - 3.5788249034624844e-7im,3.3341353817878545e-6 - 6.943878996514032e-7im
-2.3793103448275863,-0.3448275862068966,6.772189618818975e-7 - 2.636281012712029e-7im,2.709399825813397e-6 - 2.774505529728589e-7im,3.386618787695294e-6 - 5.410786542440618e-7im
-2.3793103448275863,-0.2413793103448276,7.024243266855211e-7 - 1.8706332794455175e-7im,2.723773813010732e-6 - 1.9535083237136708e-7im,3.426198139696253e-6 - 3.8241416031591883e-7im
-2.3793103448275863,-0.13793103448275862,7.189932233303868e-7 - 1.0784005965279271e-7im,2.7331809084196046e-6 - 1.1205474798049429e-7im,3.4521741317499914e-6 - 2.19894807633287e-7im
-2.3793103448275863,-0.034482758620689655,7.265930056501944e-7 - 2.7068498854061936e-8im,2.7374850300338218e-6 - 2.8062413850039543e-8im,3.464078035684016e-6 - 5.5130912704101475e-8im
-2.3793103448275863,0.06896551724137931,7.250696079305082e-7 + 5.4093525753773116e-8im,2.7366227898429297e-6 + 5.61052959379527e-8im,3.4616923977734377e-6 + 1.1019882169172581e-7im
-2.3793103448275863,0.1724137931034483,7.144539217689683e-7 + 1.3447594826043297e-7im,2.7306070106983693e-6 + 1.3992275823184017e-7im,3.4450609324673377e-6 + 2.7439870649227314e-7im
-2.3793103448275863,0.27586206896551724,6.949609222486206e-7 + 2.1293295251034762e-7im,2.719525503987627e-6 + 2.2287410501320863e-7im,3.414486426236248e-6 + 4.3580705752355625e-7im
-2.3793103448275863,0.3793103448275862,6.669792976902575e-7 + 2.8837820163933584e-7im,2.7035382934988528e-6 + 3.044687090159751e-7im,3.3705175911891104e-6 + 5.928469106553109e-7im
-2.3793103448275863,0.4827586206896552,6.310542544688762e-7 + 3.5981557991386957e-7im,2.6828693274681725e-6 + 3.8424759583586633e-7im,3.3139235819370484e-6 + 7.440631757497359e-7im
-2.3793103448275863,0.5862068965517241,5.87864480007175e-7 + 4.263649278046859e-7im,2.6577983508110543e-6 + 4.618006774170667e-7im,3.2456628308182293e-6 + 8.881656052217526e-7im
-2.3793103448275863,0.6896551724137931,5.381925103801628e-7 + 4.872809575098492e-7im,2.6286508795871414e-6 + 5.367694035075897e-7im,3.166843389967304e-6 + 1.024050361017439e-6im
-2.3793103448275863,0.7931034482758621,4.828959018044404e-7 + 5.419643116369086e-7im,2.5957855236865912e-6 + 6.088539520296559e-7im,3.0786814254910315e-6 + 1.1508182636665645e-6im
-2.3793103448275863,0.896551724137931,4.2287721397159294e-7 + 5.899660461425021e-7im,2.559580184746267e-6 + 6.77812955465455e-7im,2.98245739871786e-6 + 1.267779001607957e-6im
-2.3793103448275863,1.0,3.5905430658998193e-7 + 6.309852330687282e-7im,2.5204261820827656e-6 + 7.434690447798842e-7im,2.8794804886727475e-6 + 1.3744542778486124e-6im
-2.2758620689655173,-2.0,-3.183495920243414e-7 - 7.430153728124731e-7im,2.0929196669154074e-6 - 1.2533627433730043e-6im,1.774570074891066e-6 - 1.9963781161854772e-6im
-2.2758620689655173,-1.896551724137931,-2.516204036399171e-7 - 7.66184611556781e-7im,2.146063065303638e-6 - 1.220062008951541e-6im,1.8944426616637207e-6 - 1.986246620508322e-6im
-2.2758620689655173,-1.793103448275862,-1.8192832197634077e-7 - 7.841512246959362e-7im,2.1993561153572868e-6 - 1.1836448992551955e-6im,2.017427793380946e-6 - 1.9677961239511317e-6im
-2.2758620689655173,-1.6896551724137931,-1.0962284894322584e-7 - 7.964198475109492e-7im,2.2525964614759893e-6 - 1.1439464866657768e-6im,2.1429736125327635e-6 - 1.940366334176726e-6im
-2.2758620689655173,-1.5862068965517242,-3.513448728073165e-8 - 8.025018681863014e-7im,2.3055550152577737e-6 - 1.1008091554912852e-6im,2.2704205279770423e-6 - 1.9033110236775867e-6im
-2.2758620689655173,-1.4827586206896552,4.101858115457088e-8 - 8.019277564220601e-7im,2.3579668091109566e-6 - 1.054088450322465e-6im,2.3989853902655274e-6 - 1.8560162067445253e-6im
-2.2758620689655173,-1.3793103448275863,1.18226231765839e-7 - 7.942624501562901e-7im,2.4095343848324536e-6 - 1.003658144943639e-6im,2.5277606165982924e-6 - 1.7979205950999292e-6im
-2.2758620689655173,-1.2758620689655173,1.9578398357076817e-7 - 7.791225629118395e-7im,2.4599266051580477e-6 - 9.494173107628709e-7im,2.6557105887288156e-6 - 1.7285398736747104e-6im
-2.2758620689655173,-1.1724137931034482,2.728945195397748e-7 - 7.561962118040348e-7im,2.508775151415333e-6 - 8.912967822868539e-7im,2.781669670955108e-6 - 1.6474929940908886e-6im
-2.2758620689655173,-1.0689655172413792,3.486723883633629e-7 - 7.25264060588073e-7im,2.555686601860395e-6 - 8.292684692631689e-7im,2.9043589902237575e-6 - 1.554532529851242e-6im
-2.2758620689655173,-0.9655172413793104,4.2215555443680963e-7 - 6.862214287638851e-7im,2.6002412216892684e-6 - 7.633521548752501e-7im,3.022396776126078e-6 - 1.4495735836391351e-6im
-2.2758620689655173,-0.8620689655172413,4.923188831970363e-7 - 6.390991231189271e-7im,2.641992462662194e-6 - 6.936239601792329e-7im,3.1343113458592304e-6 - 1.33272308329816e-6im
-2.2758620689655173,-0.7586206896551724,5.580980533911394e-7 - 5.840833952663098e-7im,2.680492750817583e-6 - 6.202228254006401e-7im,3.2385908042087224e-6 - 1.2043062206669499e-6im
-2.2758620689655173,-0.6551724137931034,6.184158831440246e-7 - 5.215311999997705e-7im,2.7152886812040113e-6 - 5.433564599738304e-7im,3.3337045643480357e-6 - 1.0648876599736008e-6im
-2.2758620689655173,-0.5517241379310345,6.722143978767214e-7 - 4.519805038573939e-7im,2.7459414830266947e-6 - 4.6330408930486334e-7im,3.4181558809034163e-6 - 9.152845931622573e-7im
-2.2758620689655173,-0.4482758620689655,7.184938855687812e-7 - 3.761530645337815e-7im,2.7720368978733204e-6 - 3.804182397563313e-7im,3.4905307834421015e-6 - 7.565713042901128e-7im
-2.2758620689655173,-0.3448275862068966,7.563495941852062e-7 - 2.949478894631425e-7im,2.7932025625243888e-6 - 2.951219310311481e-7im,3.549552156709595e-6 - 5.900698204942906e-7im
-2.2758620689655173,-0.2413793103448276,7.850095196679069e-7 - 2.094262024478564e-7im,2.8091239976383702e-6 - 2.0790010702009868e-7im,3.5941335173062773e-6 - 4.1732630946795505e-7im
-2.2758620689655173,-0.13793103448275862,8.038710732069607e-7 - 1.2078485405314767e-7im,2.819554807965752e-6 - 1.1929335648333744e-7im,3.6234258811727126e-6 - 2.4007821053648513e-7im
-2.2758620689655173,-0.034482758620689655,8.125281776205474e-7 - 3.032382058805622e-8im,2.8243302435807905e-6 - 2.987988839763185e-8im,3.6368584212013377e-6 - 6.020370898568807e-8im
-2.2758620689655173,0.06896551724137931,8.107925635585571e-7 + 6.059649533449965e-8im,2.8233734358117386e-6 + 5.973713088768039e-8im,3.6341659993702956e-6 + 1.2033362622218004e-7im
-2.2758620689655173,0.1724137931034483,7.987019206620069e-7 + 1.505999958569343e-7im,2.81669993906669e-6 + 1.4894761522428974e-7im,3.6154018597286967e-6 + 2.995476110812241e-7im
-2.2758620689655173,0.27586206896551724,7.765189295529324e-7 + 2.3834155257404203e-7im,2.8044162266848985e-6 + 2.3715561679946132e-7im,3.5809351562378307e-6 + 4.7549716937350335e-7im
-2.2758620689655173,0.3793103448275862,7.447178513365827e-7 + 3.225514180152998e-7im,2.786715838934407e-6 + 3.2379331873376774e-7im,3.5314336902709898e-6 + 6.463447367490676e-7im
-2.2758620689655173,0.4827586206896552,7.03961085781677e-7 + 4.020743175188907e-7im,2.7638687761504345e-6 + 4.0833702399050007e-7im,3.4678298619321113e-6 + 8.104113415093907e-7im
-2.2758620689655173,0.5862068965517241,6.550691723672332e-7 + 4.759008581402078e-7im,2.7362105530285008e-6 + 4.903218006600347e-7im,3.391279725395734e-6 + 9.662226588002424e-7im
-2.2758620689655173,0.6896551724137931,5.989827962370174e-7 + 5.431898637274929e-7im,2.704129542174265e-6 + 5.693477711611325e-7im,3.303112338411282e-6 + 1.1125376348886255e-6im
-2.2758620689655173,0.7931034482758621,5.367254710603949e-7 + 6.032806440562522e-7im,2.6680477596251415e-6 + 6.450868131388695e-7im,3.2047732306855363e-6 + 1.2483674571951217e-6im
-2.2758620689655173,0.896551724137931,4.6936512174547434e-7 + 6.55696220287579e-7im,2.628413729207664e-6 + 7.172830912499369e-7im,3.097778850953138e-6 + 1.372979311537516e-6im
-2.2758620689655173,1.0,3.979783195410385e-7 + 7.001379113370012e-7im,2.5856795550740736e-6 + 7.857529465390025e-7im,2.983657874615112e-6 + 1.4858908578760038e-6im
-2.1724137931034484,-2.0,-3.4566170566873895e-7 - 8.105604241871265e-7im,2.1245273510656132e-6 - 1.3078703630046557e-6im,1.7788656453968743e-6 - 2.118430787191782e-6im
-2.1724137931034484,-1.896551724137931,-2.73841259552511e-7 - 8.370998997186474e-7im,2.180787914177755e-6 - 1.2748992941252097e-6im,1.9069466546252439e-6 - 2.111999193843857e-6im
-2.1724137931034484,-1.793103448275862,-1.9852458776730944e-7 - 8.581289301711145e-7im,2.23738087161931e-6 - 1.238624599678689e-6im,2.0388562838520004e-6 - 2.0967535298498035e-6im
-2.1724137931034484,-1.6896551724137931,-1.2005779689930592e-7 - 8.730694688036229e-7im,2.2941015069343366e-6 - 1.198849441023909e-6im,2.1740437100350305e-6 - 2.071918909827532e-6im
-2.1724137931034484,-1.5862068965517242,-3.888064848650924e-8 - 8.813412512160728e-7im,2.3507086247479565e-6 - 1.155381324235816e-6im,2.311827976261447e-6 - 2.036722575451889e-6im
-2.1724137931034484,-1.4827586206896552,4.446519863419622e-8 - 8.823770514968199e-7im,2.4069233704099945e-6 - 1.108039972339184e-6im,2.451388569044191e-6 - 1.990417023836004e-6im
-2.1724137931034484,-1.3793103448275863,1.2932839314905506e-7 - 8.756388905307304e-7im,2.462426685311201e-6 - 1.0566613391984812e-6im,2.591755078460256e-6 - 1.9323002297292115e-6im
-2.1724137931034484,-1.2758620689655173,2.149429884279772e-7 - 8.606387133332783e-7im,2.5168572365661935e-6 - 1.0011068996540047e-6im,2.731800224994171e-6 - 1.8617456129872831e-6im
-2.1724137931034484,-1.1724137931034482,3.0042759751570576e-7 - 8.369620771367397e-7im,2.569813097283099e-6 - 9.412716561413093e-7im,2.8702406947988047e-6 - 1.778233733278049e-6im
-2.1724137931034484,-1.0689655172413792,3.847883547959198e-7 - 8.042941980969648e-7im,2.620851034080887e-6 - 8.770941001010865e-7im,3.005639388876807e-6 - 1.6813882981980514e-6im
-2.1724137931034484,-0.9655172413793104,4.669291693703109e-7 - 7.624477908038387e-7im,2.6694959035704005e-6 - 8.08566892129638e-7im,3.1364250729407115e-6 - 1.5710146829334769e-6im
-2.1724137931034484,-0.8620689655172413,5.45668426812159e-7 - 7.113909828151298e-7im,2.7152405001909265e-6 - 7.357456652804265e-7im,3.2609089270030856e-6 - 1.4471366480955564e-6im
-2.1724137931034484,-0.7586206896551724,6.197631199499233e-7 - 6.51273745174917e-7im,2.7575609126725227e-6 - 6.587609341177051e-7im,3.377324032622446e-6 - 1.3100346792926222e-6im
-2.1724137931034484,-0.6551724137931034,6.879412017952691e-7 - 5.824501475998281e-7im,2.7959280161560232e-6 - 5.778239484905377e-7im,3.4838692179512924e-6 - 1.160274096090366e-6im
-2.1724137931034484,-0.5517241379310345,7.489419663234191e-7 - 5.054938894984946e-7im,2.829822183183757e-6 - 4.932330749957238e-7im,3.578764149507176e-6 - 9.987269644942184e-7im
-2.1724137931034484,-0.4482758620689655,8.01562167018104e-7 - 4.2120567799359473e-7im,2.858749436213487e-6 - 4.0537576365792064e-7im,3.660311603231591e-6 - 8.265814416515154e-7im
-2.1724137931034484,-0.3448275862068966,8.447041079050191e-7 - 3.3060735526515404e-7im,2.8822617210621263e-6 - 3.147274087567732e-7im,3.7269658289671454e-6 - 6.453347640219272e-7im
-2.1724137931034484,-0.2413793103448276,8.774261597869113e-7 - 2.349256245872464e-7im,2.899978227897458e-6 - 2.2184186597925047e-7im,3.7774043876843695e-6 - 4.5676749056649683e-7im
-2.1724137931034484,-0.13793103448275862,8.989897747963551e-7 - 1.3555978524868286e-7im,2.9115991292586728e-6 - 1.2734228320753053e-7im,3.810588904055028e-6 - 2.6290206845621336e-7im
-2.1724137931034484,-0.034482758620689655,9.088945120827953e-7 - 3.404105048453223e-8im,2.9169231559619874e-6 - 3.190168790498286e-8im,3.825817668044783e-6 - 6.594273838951509e-8im
-2.1724137931034484,0.06896551724137931,9.069083741055757e-7 + 6.802152532705292e-8im,2.9158562432786587e-6 + 6.377690603636067e-8im,3.822764617384234e-6 + 1.3179843136341359e-7im
-2.1724137931034484,0.1724137931034483,8.930779306230148e-7 + 1.6899865654489387e-7im,2.9084174230137276e-6 + 1.5898037020296662e-7im,3.8014953536367425e-6 + 3.279790267478605e-7im
-2.1724137931034484,0.27586206896551724,8.677268393726896e-7 + 2.6730106970408574e-7im,2.894736989339265e-6 + 2.530150342254731e-7im,3.7624638287119545e-6 + 5.203161039295588e-7im
-2.1724137931034484,0.3793103448275862,8.31438428929855e-7 + 3.6143615969872026e-7im,2.875050956857933e-6 + 3.452211312167236e-7im,3.706489385787788e-6 + 7.066572909154438e-7im
-2.1724137931034484,0.4827586206896552,7.850235545480628e-7 + 4.500577604442213e-7im,2.849687688621367e-6 + 4.349969609255934e-7im,3.63471124316943e-6 + 8.850547213698148e-7im
-2.1724137931034484,0.5862068965517241,7.294819107590209e-7 + 5.320047934288607e-7im,2.819052421612427e-6 + 5.218138554368459e-7im,3.548534332371448e-6 + 1.0538186488657065e-6im
-2.1724137931034484,0.6896551724137931,6.659512098940783e-7 + 6.063279436039e-7im,2.783611193093359e-6 + 6.05225468292836e-7im,3.4495624029874373e-6 + 1.211553411896736e-6im
-2.1724137931034484,0.7931034482758621,5.956591928432949e-7 + 6.723021097778105e-7im,2.7438669776763855e-6 + 6.848739169294116e-7im,3.3395261705196804e-6 + 1.357176026707222e-6im
-2.1724137931034484,0.896551724137931,5.19875726025446e-7 + 7.294280577243218e-7im,2.7003496888118815e-6 + 7.604897267293404e-7im,3.2202254148373274e-6 + 1.4899177844536622e-6im
-2.1724137931034484,1.0,4.3986694131541617e-7 + 7.774218925600035e-7im,2.653579995774478e-6 + 8.318905175122461e-7im,3.093446937089894e-6 + 1.6093124100722497e-6im
-2.0689655172413794,-2.0,-3.767452783099994e-7 - 8.830464252251225e-7im,2.155624072880571e-6 - 1.3654827435676112e-6im,1.7788787945705715e-6 - 2.2485291687927336e-6im
-2.0689655172413794,-1.896551724137931,-2.99572474633035e-7 - 9.135233599809928e-7im,2.215174925412588e-6 - 1.3330404863740744e-6im,1.915602450779553e-6 - 2.246563846355067e-6im
-2.0689655172413794,-1.793103448275862,-2.1828635262724085e-7 - 9.381953341595692e-7im,2.275274366325241e-6 - 1.2971063520122646e-6im,2.0569880136980005e-6 - 2.2353016861718337e-6im
-2.0689655172413794,-1.6896551724137931,-1.3322029981209059e-7 - 9.563896017753754e-7im,2.335714047669824e-6 - 1.257446607512074e-6im,2.2024937478577335e-6 - 2.2138362092874494e-6im
-2.0689655172413794,-1.5862068965517242,-4.4813809193920956e-8 - 9.674215621555946e-7im,2.396248149855274e-6 - 1.2138299691589873e-6im,2.351434340661353e-6 - 2.181251531314582e-6im
-2.0689655172413794,-1.4827586206896552,4.6375347426183726e-8 - 9.70608617698164e-7im,2.4565844572754176e-6 - 1.166032664728549e-6im,2.5029598047016015e-6 - 2.136641282426713e-6im
-2.0689655172413794,-1.3793103448275863,1.3965967415164902e-7 - 9.652894965320336e-7im,2.5163841929612363e-6 - 1.1138457528017637e-6im,2.6560438671128854e-6 - 2.0791352493337975e-6im
-2.0689655172413794,-1.2758620689655173,2.3421320442137852e-7 - 9.508478107845514e-7im,2.5752578696346544e-6 - 1.0570846249914334e-6im,2.8094710740560328e-6 - 2.0079324357759846e-6im
-2.0689655172413794,-1.1724137931034482,3.29067019975588e-7 - 9.267403285332688e-7im,2.6327627173245955e-6 - 9.955976998559114e-7im,2.9618297373001833e-6 - 1.92233802838918e-6im
-2.0689655172413794,-1.0689655172413792,4.231092427691322e-7 - 8.925286880236639e-7im,2.688405169887087e-6 - 9.29280295158476e-7im,3.1115144126562193e-6 - 1.8218089831821398e-6im
-2.0689655172413794,-0.9655172413793104,5.150939346514503e-7 - 8.479149455330985e-7im,2.7416505987091988e-6 - 8.580871241716048e-7im,3.256744533360649e-6 - 1.7060020697047033e-6im
-2.0689655172413794,-0.8620689655172413,6.036576176090516e-7 - 7.927774766694801e-7im,2.7919140632223417e-6 - 7.820445778315545e-7im,3.3955716808313932e-6 - 1.5748220545010347e-6im
-2.0689655172413794,-0.7586206896551724,6.873460373886649e-7 - 7.272074273805007e-7im,2.838584219586495e-6 - 7.012661193686548e-7im,3.5259302569751603e-6 - 1.4284735467491555e-6im
-2.0689655172413794,-0.6551724137931034,7.646533020071741e-7 - 6.515396213070977e-7im,2.881045699312141e-6 - 6.159604385932682e-7im,3.645699001319315e-6 - 1.267500059900366e-6im
-2.0689655172413794,-0.5517241379310345,8.340680779750895e-7 - 5.663767515037202e-7im,2.9186780486046347e-6 - 5.264427562884492e-7im,3.752746126579724e-6 - 1.0928195077921694e-6im
-2.0689655172413794,-0.4482758620689655,8.941349852831989e-7 - 4.726026534818833e-7im,2.950887247142974e-6 - 4.331382265799544e-7im,3.8450222324261726e-6 - 9.057408800618378e-7im
-2.0689655172413794,-0.3448275862068966,9.435116306853237e-7 - 3.713799536303907e-7im,2.977131196910836e-6 - 3.365811924740236e-7im,3.920642827596159e-6 - 7.079611461044143e-7im
-2.0689655172413794,-0.2413793103448276,9.810427494351568e-7 - 2.641306456651075e-7im,2.9969443100191515e-6 - 2.374068116571454e-7im,3.977987059454308e-6 - 5.015374573222529e-7im
-2.0689655172413794,-0.13793103448275862,1.0058118457045381e-6 - 1.525010229633491e-7im,3.009958661865208e-6 - 1.3633728683134856e-7im,4.015770507569746e-6 - 2.888383097946977e-7im
-2.0689655172413794,-0.034482758620689655,1.0171992599421039e-6 - 3.8305448037167444e-8im,3.0159259436240477e-6 - 3.416229855394876e-8im,4.033125203566151e-6 - 7.24677465911162e-8im
